,date,ttt_group,clicks_A,clicks_B,clicks_C,cost_A,cost_B,cost_C,bookings_A,bookings_B,bookings_C,booking_rev_A,booking_rev_B,booking_rev_C,booking_con_A,booking_con_B,booking_con_C,profit_A,profit_B,profit_C
233,2019-07-01,long,13537,7407,334967,7321,3715,270533,364,159,9002,56267,25272,1431290,0.026889266454901382,0.021466180639935196,0.026874289109076417,8440.05,3790.8,214693.5
232,2019-07-01,medium,535675,46587,489572,438165,28082,395974,21777,1515,19903,3498010,246537,3212598,0.040653381247958184,0.032519801661407687,0.04065387726422263,524701.5,36980.55,481889.7
231,2019-07-01,short,1222282,716031,268753,1184335,648941,215491,58914,27610,12954,9757420,4239190,2045729,0.048200006217877706,0.0385597830261539,0.04820039218166867,1463613.0,635878.5,306859.35
392,2019-07-02,long,11920,6686,289994,6447,3364,233731,320,144,7785,49758,22785,1218992,0.026845637583892617,0.02153754113072091,0.0268453830079243,7463.7,3417.75,182848.8
391,2019-07-02,medium,479757,46872,420016,390633,28536,336352,19510,1525,17081,3342090,245832,2578297,0.04066642070881717,0.03253541559993173,0.04066749838101406,501313.5,36874.8,386744.55
390,2019-07-02,short,1093582,633354,242471,1059429,573081,194584,52712,24423,11687,8054939,3949895,1881912,0.048201232280706885,0.038561373260451504,0.048199578506295596,1208240.85,592484.25,282286.8
550,2019-07-03,medium,440188,38729,405133,358429,23273,326481,17907,1260,16481,2728058,193839,2492422,0.04068034567048625,0.03253376023135118,0.04068046789572807,409208.7,29075.85,373863.3
551,2019-07-03,long,11047,5989,265988,5966,2996,213814,296,128,7131,46749,19629,1106221,0.02679460487010048,0.021372516279846387,0.026809480126923017,7012.35,2944.35,165933.15
549,2019-07-03,short,972523,654119,231902,940007,601669,187375,46878,25224,11178,7104857,3784710,1727061,0.04820245896498078,0.03856179074449756,0.048201395417029606,1065728.55,567706.5,259059.15
706,2019-07-04,medium,387237,38216,395618,315850,23336,323551,15759,1244,16100,2473680,193020,2468136,0.04069600787114867,0.032551810759891144,0.04069582273809584,371052.0,28953.0,370220.4
705,2019-07-04,short,962221,555400,226987,931215,501819,183386,46383,21418,10942,7471537,3244015,1646802,0.048204102799668684,0.0385631976953547,0.04820540383369973,1120730.55,486602.25,247020.3
707,2019-07-04,long,9768,5503,242971,5253,2755,195265,261,118,6503,39714,17773,1049680,0.02671990171990172,0.02144284935489733,0.02676451099102362,5957.1,2665.95,157452.0
863,2019-07-05,long,8799,5697,219749,4718,2893,176187,235,122,5870,37860,19396,912677,0.026707580406864415,0.021414779708618572,0.026712294481431087,5679.0,2909.4,136901.55
862,2019-07-05,medium,382861,34509,340403,312347,20840,273658,15586,1124,13858,2420218,174576,2244396,0.04070929136161688,0.03257121330667362,0.04071056953082082,363032.7,26186.4,336659.4
861,2019-07-05,short,894504,532889,200188,863169,481984,160208,43120,20551,9650,7034289,3220421,1554103,0.04820548594528364,0.038565254677803446,0.048204687593661956,1055143.35,483063.15,233115.45
1018,2019-07-06,medium,362755,30465,301009,297241,18316,240960,14773,993,12258,2277723,149494,1893667,0.0407244558999876,0.032594780896110294,0.04072303485942281,341658.45,22424.1,284050.05
1017,2019-07-06,short,835133,474184,198141,808537,427725,160258,40260,18287,9552,6366840,2959922,1436263,0.04820789024023718,0.038565198319639636,0.048208094235922906,955026.0,443988.3,215439.45
1019,2019-07-06,long,7691,4684,198646,4122,2359,159844,205,100,5295,33267,16011,890249,0.026654531270315952,0.02134927412467976,0.02665545744691562,4990.05,2401.65,133537.35
80,2019-07-07,long,12142,8637,356326,6471,4411,289705,323,184,9475,54822,30651,1485315,0.02660187777960797,0.021303693412064374,0.026590818520119217,8223.3,4597.65,222797.25
78,2019-07-07,short,1524808,906814,336892,1480794,825250,270897,73510,34974,16241,11103442,5398849,2515028,0.04820934832451036,0.03856799740630383,0.048208327891431084,1665516.3,809827.35,377254.2
79,2019-07-07,medium,639242,56083,565706,523485,33882,456242,26042,1828,23046,3923669,286355,3591725,0.04073887510520272,0.032594547367294904,0.0407384754625194,588550.35,42953.25,538758.75
236,2019-07-08,long,11599,7983,295526,6204,4075,236920,308,169,7837,46973,26925,1193423,0.026554013277006638,0.021169986220719028,0.026518817295263362,7045.95,4038.75,179013.45
234,2019-07-08,short,1307783,765826,302638,1263400,691966,243488,63050,29537,14591,9571709,4582917,2413961,0.04821136228258052,0.03856881328134589,0.0482127161823697,1435756.35,687437.55,362094.15
235,2019-07-08,medium,547491,46572,476379,447164,27953,382375,22313,1518,19414,3565165,248312,3080511,0.040755007844877816,0.03259469208966761,0.04075326578207687,534774.75,37246.8,462076.65
394,2019-07-09,medium,480117,47504,415263,392135,29056,333069,19574,1549,16930,3261956,257603,2824296,0.0407692291670572,0.032607780397440216,0.04076934376527647,489293.4,38640.45,423644.4
395,2019-07-09,long,9251,5473,258664,4948,2741,209777,245,116,6839,39189,18592,1026651,0.02648362339206572,0.021194957061940436,0.026439705563974885,5878.35,2788.8,153997.65
393,2019-07-09,short,1155519,706516,254427,1123067,645719,204663,55711,27251,12267,8707846,4093599,1883978,0.04821296750637592,0.038570959468716914,0.048214222547135324,1306176.9,614039.85,282596.7
554,2019-07-10,long,8354,5412,237199,4415,2709,190445,220,114,6250,34362,17176,939162,0.026334689968877185,0.02106430155210643,0.026349183596895434,5154.3,2576.4,140874.3
553,2019-07-10,medium,434076,38403,405706,355268,23212,329255,17704,1253,16547,2697486,195195,2552996,0.040785484569522384,0.03262765929745072,0.04078569210216265,404622.9,29279.25,382949.4
552,2019-07-10,short,1118859,618874,255529,1092400,561128,207434,53946,23871,12320,8260707,3797464,2001659,0.04821519065405024,0.03857166402207881,0.04821370568506901,1239106.05,569619.6,300248.85
710,2019-07-11,long,7202,4904,217175,3785,2456,174722,189,103,5702,30628,15614,888701,0.026242710358233824,0.02100326264274062,0.02625532404742719,4594.2,2342.1,133305.15
708,2019-07-11,short,967105,668915,230905,932694,616061,186185,46632,25803,11134,7487714,3902990,1679254,0.0482181355695607,0.03857440780966191,0.048218964509213744,1123157.1,585448.5,251888.1
709,2019-07-11,medium,409749,41191,362518,335235,25288,292087,16719,1345,14792,2514592,209876,2239773,0.040803028195309815,0.03265276395329077,0.04080349113699182,377188.8,31481.4,335965.95
865,2019-07-12,medium,373931,32200,342650,305895,19387,277261,15264,1052,13987,2327374,164500,2202088,0.04082036525455231,0.03267080745341615,0.040820078797606886,349106.1,24675.0,330313.2
864,2019-07-12,short,939066,566736,231726,907541,514205,188010,45282,21862,11174,7251761,3290792,1679309,0.048220252889573254,0.0385752802010107,0.04822074346426383,1087764.15,493618.8,251896.35
866,2019-07-12,long,6676,4826,196807,3516,2441,158222,175,101,5147,26727,15269,844093,0.0262133013780707,0.020928305014504767,0.026152525062624804,4009.05,2290.35,126613.95
1020,2019-07-13,short,889880,512025,203270,862483,463133,163808,42912,19753,9802,6524192,3166712,1478356,0.04822223221108464,0.03857819442410038,0.04822157721257441,978628.8,475006.8,221753.4
1021,2019-07-13,medium,361113,31541,291568,297192,19139,233626,14748,1030,11907,2332964,158494,1826232,0.0408404017578985,0.032655908182999904,0.04083781484936619,349944.6,23774.1,273934.8
1022,2019-07-13,long,5091,4075,178852,2656,2068,145587,133,85,4658,20263,13716,715845,0.026124533490473386,0.020858895705521473,0.0260438798559703,3039.45,2057.4,107376.75
81,2019-07-14,short,1629967,928341,381686,1581952,839775,308967,78605,35815,18407,12508347,5413855,2916848,0.04822490271275431,0.038579573669589085,0.048225504734258004,1876252.05,812078.25,437527.2
82,2019-07-14,medium,622805,53036,563847,510566,31956,456522,25447,1734,23038,3960028,274758,3522020,0.0408586957394369,0.032694773361490306,0.04085860171287601,594004.2,41213.7,528303.0
83,2019-07-14,long,9253,7129,320377,4799,3579,258807,240,148,8307,38549,24442,1283013,0.025937533772830434,0.02076027493337074,0.02592882759998377,5782.35,3666.3,192451.95
237,2019-07-15,short,1397105,825228,293921,1359252,751732,235330,67379,31839,14175,10301174,5246452,2328151,0.04822758489877282,0.03858206459305792,0.04822724473583038,1545176.1,786967.8,349222.65
238,2019-07-15,medium,521680,47253,480741,426504,28614,389040,21325,1545,19652,3266111,236524,2968706,0.04087754945560497,0.03269633674052441,0.040878560389066045,489916.65,35478.6,445305.9
239,2019-07-15,long,7920,6550,267653,4100,3311,215165,204,135,6907,32066,21086,1040833,0.025757575757575757,0.020610687022900764,0.02580580079431204,4809.9,3162.9,156124.95
397,2019-07-16,medium,485988,42149,394142,399815,25544,315874,19876,1379,16119,3068915,214904,2426966,0.04089812917191371,0.03271726494104249,0.04089642819085507,460337.25,32235.6,364044.9
398,2019-07-16,long,7049,5314,233118,3652,2658,187039,181,109,5985,27921,17383,917667,0.025677401049794296,0.020511855476100866,0.025673693151108023,4188.15,2607.45,137650.05
396,2019-07-16,short,1237312,702307,294902,1195539,632219,238184,59675,27098,14223,9388367,4141600,2254221,0.0482295492163658,0.03858426585524564,0.048229581352449286,1408255.05,621240.0,338133.15
555,2019-07-17,short,1127824,675757,294409,1089745,612446,240505,54397,26074,14200,8686360,3930444,2172287,0.04823181631176496,0.038584875924333746,0.0482322211617172,1302954.0,589566.6,325843.05
556,2019-07-17,medium,451908,35931,369014,372796,21599,296800,18491,1176,15099,2860341,188005,2345788,0.04091762040061252,0.03272939801285798,0.04091714677491911,429051.15,28200.75,351868.2
557,2019-07-17,long,5537,4821,215715,2831,2422,174322,141,98,5509,22075,15285,878718,0.025465053277948346,0.020327732835511304,0.025538326032033005,3311.25,2292.75,131807.7
711,2019-07-18,short,1077264,641162,240388,1040586,580436,192505,51961,24741,11595,7800864,3869325,1743295,0.04823423042076965,0.03858775161347678,0.04823452085794632,1170129.6,580398.75,261494.25
712,2019-07-18,medium,402746,34678,354289,331391,21001,286885,16488,1136,14504,2540303,181448,2186017,0.040938954080239155,0.0327585212526674,0.04093833000742332,381045.45,27217.2,327902.55
713,2019-07-18,long,5409,4674,197183,2787,2365,159258,137,95,5007,22583,16063,801192,0.02532815677574413,0.02032520325203252,0.025392655553470634,3387.45,2409.45,120178.8
867,2019-07-19,short,1001289,587739,228142,969060,532174,183528,48298,22680,11005,7906743,3745162,1686846,0.048235824022834564,0.03858855716568069,0.048237501205389624,1186011.45,561774.3,253026.9
868,2019-07-19,medium,356452,29648,340826,292849,17850,278446,14601,972,13961,2288025,151177,2192165,0.04096203696430375,0.032784673502428495,0.0409622505325298,343203.75,22676.55,328824.75
869,2019-07-19,long,4457,5471,179095,2251,2835,143533,113,110,4522,17559,17896,691296,0.025353376710792012,0.020106013525863643,0.02524916943521595,2633.85,2684.4,103694.4
1023,2019-07-20,short,900651,561472,211126,869339,510866,169990,43446,21667,10184,6739134,3493662,1531436,0.04823844086111046,0.03858963581443064,0.048236598050453286,1010870.1,524049.3,229715.4
1024,2019-07-20,medium,325386,27985,309186,267458,16928,252525,13335,918,12672,2005459,143308,1963022,0.04098209511165201,0.03280328747543327,0.04098503813238633,300818.85,21496.2,294453.3
1025,2019-07-20,long,3556,3307,164445,1795,1654,134058,89,66,4126,13823,10724,635356,0.025028121484814397,0.01995766555790747,0.025090455775487245,2073.45,1608.6,95303.4
84,2019-07-21,short,1701137,952328,401038,1650249,859217,324752,82062,36752,19346,12378468,5574165,2920041,0.04823950099257144,0.03859174570106098,0.04823981767313821,1856770.2,836124.75,438006.15
85,2019-07-21,medium,609228,53768,534345,499656,32556,431115,24982,1764,21911,3804265,266292,3365972,0.041005994471692044,0.03280761791400089,0.04100534299001581,570639.75,39943.8,504895.8
86,2019-07-21,long,6095,6384,295681,3050,3213,240380,152,127,7372,23204,20978,1198192,0.02493847415914684,0.019893483709273182,0.02493227498554185,3480.6,3146.7,179728.8
242,2019-07-22,long,4698,5062,249587,2338,2542,204048,116,100,6182,17831,15250,986408,0.024691358024691357,0.019755037534571317,0.02476891825295388,2674.65,2287.5,147961.2
240,2019-07-22,short,1466023,816809,322675,1421771,736304,258990,70723,31523,15566,10740587,4861215,2346435,0.04824139866837014,0.038592865651578274,0.048240489656775395,1611088.05,729182.25,351965.25
241,2019-07-22,medium,492219,40410,478555,404357,24288,391751,20195,1326,19635,3207806,211101,3032572,0.041028485288052675,0.03281365998515219,0.04102976669348351,481170.9,31665.15,454885.8
399,2019-07-23,short,1275753,733738,296520,1238074,664497,239784,61546,28318,14305,9529001,4313117,2173653,0.04824288087114042,0.03859415758758576,0.04824295157156347,1429350.15,646967.55,326047.95
400,2019-07-23,medium,473352,42991,369794,392528,26414,297333,19432,1412,15181,2949385,216232,2278669,0.041051902178505635,0.032844083645414156,0.04105258603438671,442407.75,32434.8,341800.35
401,2019-07-23,long,4506,5180,217059,2223,2601,173814,111,102,5340,16899,15329,839604,0.02463382157123835,0.019691119691119693,0.02460160601495446,2534.85,2299.35,125940.6
558,2019-07-24,short,1177542,717518,262809,1137640,651581,210500,56809,27693,12679,8582430,4254139,1935778,0.04824371444925107,0.03859554742877531,0.0482441621101256,1287364.5,638120.85,290366.7
559,2019-07-24,medium,412181,35325,373606,338890,21364,303424,16930,1161,15346,2720463,182436,2419910,0.04107418828136183,0.03286624203821656,0.04107535746213926,408069.45,27365.4,362986.5
560,2019-07-24,long,3608,4385,201865,1772,2206,163931,88,86,4931,14345,13222,754802,0.024390243902439025,0.019612314709236033,0.02442721620885245,2151.75,1983.3,113220.3
714,2019-07-25,short,1076830,664075,267164,1039746,603609,216714,51952,25631,12889,8325092,3947736,1986400,0.04824531263059165,0.03859654406505289,0.04824377535895555,1248763.8,592160.4,297960.0
715,2019-07-25,medium,391590,36872,328228,322529,22603,264443,16094,1212,13490,2465387,182013,2216263,0.04109910876171506,0.032870470817964854,0.041099479630013286,369808.05,27301.95,332439.45
716,2019-07-25,long,3189,4167,186035,1547,2091,150060,77,81,4512,12114,12786,683713,0.02414550015678896,0.019438444924406047,0.024253500685354906,1817.1,1917.9,102556.95
872,2019-07-26,long,2898,4160,170241,1403,2107,137156,70,80,4098,11102,13165,639589,0.024154589371980676,0.019230769230769232,0.024071757097291487,1665.3,1974.75,95938.35
871,2019-07-26,medium,363182,28478,301276,299730,17097,242899,14935,937,12389,2449843,141075,1951663,0.04112263272959563,0.03290259147412038,0.0411217621051793,367476.45,21161.25,292749.45
870,2019-07-26,short,998365,605832,252687,964543,549879,205602,48168,23383,12191,7564968,3591228,1856238,0.04824688365477556,0.03859650860304507,0.048245457819357546,1134745.2,538684.2,278435.7
1026,2019-07-27,short,950974,527778,225897,928669,478827,184319,45882,20371,10899,7004360,3210719,1697850,0.048247375848340754,0.03859766795887665,0.0482476526912708,1050654.0,481607.85,254677.5
1027,2019-07-27,medium,315958,27476,286480,260741,16709,233538,13000,904,11787,2183516,139174,1855845,0.04114470910690662,0.03290144125782501,0.041144233454342365,327527.4,20876.1,278376.75
1028,2019-07-27,long,2406,3679,155460,1152,1857,125308,57,70,3714,8786,11521,586167,0.02369077306733167,0.019026909486273443,0.02389038981088383,1317.9,1728.15,87925.05
88,2019-07-28,medium,587848,46359,501153,486296,27918,406391,24200,1527,20631,3895203,233867,3207242,0.04116710442155115,0.0329385879764447,0.041167068739486744,584280.45,35080.05,481086.3
87,2019-07-28,short,1714072,1001552,387572,1657552,905612,311229,82702,38659,18700,12933296,5879941,2901211,0.04824884835642843,0.03859909420579261,0.0482490995221533,1939994.4,881991.15,435181.65
89,2019-07-28,long,4098,6794,281279,1947,3438,226693,97,129,6668,14742,19972,1015308,0.023670082967301123,0.0189873417721519,0.023706000092434912,2211.3,2995.8,152296.2
245,2019-07-29,long,3520,6069,237634,1670,3082,190869,83,114,5589,13227,17483,926547,0.023579545454545454,0.018783984181908058,0.02351936170749977,1984.05,2622.45,138982.05
244,2019-07-29,medium,513875,42371,400089,425130,25660,320799,21166,1396,16479,3297885,211981,2763754,0.04118900510824617,0.03294706284959052,0.04118833559533004,494682.75,31797.15,414563.1
243,2019-07-29,short,1422437,861354,356561,1374599,781796,289844,68632,33248,17204,10386272,4988740,2710532,0.048249588558227884,0.03859969304142083,0.04824980858815182,1557940.8,748311.0,406579.8
402,2019-07-30,short,1250547,765903,315040,1208434,696115,256240,60340,29565,15201,9589337,4698019,2469095,0.04825088541254347,0.038601493922859685,0.048251015744032504,1438400.55,704702.85,370364.25
404,2019-07-30,long,2788,4707,209825,1309,2359,169021,65,88,4895,9786,13334,790001,0.023314203730272598,0.01869555980454642,0.023328964613368284,1467.9,2000.1,118500.15
403,2019-07-30,medium,428685,33360,373847,354067,20024,303536,17666,1100,15406,2929324,165872,2336905,0.04120974608395442,0.03297362110311751,0.04120937174833555,439398.6,24880.8,350535.75
562,2019-07-31,medium,404117,32273,336143,334807,19495,272153,16662,1065,13859,2588744,167316,2116594,0.04123063370261583,0.03299972112911722,0.04122947674055387,388311.6,25097.4,317489.1
561,2019-07-31,short,1201508,710365,265303,1161429,643009,212329,57975,27421,12801,9060364,4368608,1971010,0.04825186349154562,0.03860128243930937,0.04825049094808578,1359054.6,655291.2,295651.5
563,2019-07-31,long,2237,4420,195586,1037,2230,158501,52,82,4526,7946,13117,702042,0.0232454179704962,0.018552036199095023,0.023140715593140612,1191.9,1967.55,105306.3
719,2019-08-01,long,2188,4251,180979,1018,2148,146178,50,78,4154,7661,11984,651927,0.022851919561243144,0.01834862385321101,0.02295293929129899,1149.15,1797.6,97789.05
718,2019-08-01,medium,371007,30065,308978,307394,18195,250212,15304,992,12746,2346213,153621,2048290,0.04124989555453132,0.03299517711624813,0.04125212798322211,351931.95,23043.15,307243.5
717,2019-08-01,short,1070604,707786,243813,1035245,649906,195952,51660,27323,11765,8211217,4202224,1800754,0.048253135613167894,0.038603476191956324,0.04825419481323801,1231682.55,630333.6,270113.1
873,2019-08-02,short,983414,653020,230244,949828,599251,185472,47454,25209,11110,7297117,3876857,1788126,0.04825434659258461,0.03860371810970568,0.04825315751984851,1094567.55,581528.55,268218.9
874,2019-08-02,medium,350436,26605,271449,290895,16001,218248,14463,878,11203,2324121,133402,1864562,0.04127144471458412,0.033001315542191316,0.04127110433267391,348618.15,20010.3,279684.3
875,2019-08-02,long,1671,3144,165643,776,1581,136694,38,58,3804,5706,9249,582164,0.022740873728306403,0.018447837150127225,0.02296505134536322,855.9,1387.35,87324.6
1029,2019-08-03,short,912994,556093,241625,884414,506314,198227,44057,21468,11660,7021183,3331025,1754057,0.048255519751498915,0.03860505347127189,0.04825659596482152,1053177.45,499653.75,263108.55
1031,2019-08-03,long,1678,3321,148982,775,1670,120543,39,61,3424,5983,9533,581745,0.023241954707985697,0.018367961457392352,0.02298264219838638,897.45,1429.95,87261.75
1030,2019-08-03,medium,323783,25695,238423,269149,15561,190754,13369,849,9845,2010310,127836,1570025,0.04128999978380582,0.03304144775248103,0.041292157216375934,301546.5,19175.4,235503.75
91,2019-08-04,medium,555357,45089,456230,459783,27273,368546,22942,1490,18847,3600500,231536,2986068,0.041310364324209474,0.03304575395329238,0.04131030401332661,540075.0,34730.4,447910.2
92,2019-08-04,long,3322,6389,266239,1539,3211,213307,76,118,6125,11464,17870,932996,0.022877784467188442,0.018469244013147597,0.023005645303655738,1719.6,2680.5,139949.4
90,2019-08-04,short,1658523,1041133,409177,1603904,949918,332194,80036,40194,19746,13150330,6117843,3000058,0.04825739528484079,0.038606018635467323,0.048257844404744156,1972549.5,917676.45,450008.7
247,2019-08-05,medium,474585,39771,373136,393437,24184,300173,19615,1315,15422,3005467,198004,2400781,0.04133084695049359,0.03306429307787081,0.04133077483812873,450820.05,29700.6,360117.15
248,2019-08-05,long,2795,5756,222698,1294,2917,178207,64,106,5129,9622,16793,830156,0.02289803220035778,0.01841556636553162,0.023031190221735266,1443.3,2518.95,124523.4
246,2019-08-05,short,1471837,829125,339532,1425558,747464,273768,71029,32010,16385,10876076,4860323,2468127,0.04825874060782546,0.03860696517412935,0.04825760163990434,1631411.4,729048.45,370219.05
407,2019-08-06,long,2349,4487,194384,1086,2249,156053,54,83,4483,8183,13712,719295,0.022988505747126436,0.018497882772453754,0.023062597744670343,1227.45,2056.8,107894.25
406,2019-08-06,medium,406683,35927,330802,337915,22042,267860,16816,1188,13679,2657942,183030,2106176,0.04134915892722341,0.03306705263450887,0.041351019643170235,398691.3,27454.5,315926.4
405,2019-08-06,short,1248916,788083,290448,1209481,720514,234396,60273,30426,14017,9431249,4741985,2242957,0.048260251289918614,0.0386076085894506,0.04825992948823886,1414687.35,711297.75,336443.55
564,2019-08-07,short,1175179,736889,257385,1140016,674328,206514,56716,28451,12422,9521196,4294740,1882251,0.04826158397997241,0.0386096142024104,0.048262330749655184,1428179.4,644211.0,282337.65
566,2019-08-07,long,2241,4225,178795,1037,2117,143052,52,78,4130,7966,12229,638413,0.02320392681838465,0.018461538461538463,0.02309907995190022,1194.9,1834.35,95761.95
565,2019-08-07,medium,386047,30239,296318,320028,18233,237654,15970,1001,12258,2451065,150224,1956795,0.041368019956119335,0.03310294652600946,0.041367719814523585,367659.75,22533.6,293519.25
720,2019-08-08,short,1089567,640828,280914,1052994,579561,229171,52586,24743,13558,8036849,3935436,2137858,0.048263209146385676,0.03861098453875299,0.04826388147262151,1205527.35,590315.4,320678.7
722,2019-08-08,long,2099,3641,164010,980,1821,132011,49,67,3794,7741,10847,614694,0.023344449737970462,0.018401538039000274,0.023132735808792146,1161.15,1627.05,92204.1
721,2019-08-08,medium,358963,26843,267111,299249,16182,214600,14856,889,11055,2327419,133370,1807338,0.04138588099609152,0.03311850389300749,0.041387288430652425,349112.85,20005.5,271100.7
876,2019-08-09,short,999886,609130,244116,965823,553034,197696,48259,23519,11782,7469796,3536103,1938787,0.04826450215324547,0.03861080557516458,0.048263940094053645,1120469.4,530415.45,290818.05
877,2019-08-09,medium,313666,25407,255333,260742,15426,206862,12987,842,10572,1996583,133815,1624253,0.04140391371713861,0.033140473097965126,0.04140475379210678,299487.45,20072.25,243637.95
878,2019-08-09,long,1872,3382,149414,872,1696,120309,43,63,3463,6469,9872,524699,0.022970085470085472,0.01862803075103489,0.023177212309422143,970.35,1480.8,78704.85
1034,2019-08-10,long,1804,3184,135004,842,1595,108009,42,59,3135,6763,9388,477728,0.02328159645232816,0.018530150753768845,0.023221534176765132,1014.45,1408.2,71659.2
1033,2019-08-10,medium,285087,21517,230518,236542,12925,186252,11809,713,9549,1902914,112277,1541023,0.041422442973548426,0.03313658967328159,0.04142409703363729,285437.1,16841.55,231153.45
1032,2019-08-10,short,918326,529349,247375,886696,477104,202735,44324,20440,11940,6867302,3089024,1831247,0.048266084157477844,0.038613466729888975,0.04826680141485599,1030095.3,463353.6,274687.05
93,2019-08-11,short,1712200,973084,389089,1661516,879883,313733,82643,37574,18780,12994724,5739646,2933144,0.048267141689055014,0.0386133160138282,0.048266591962250284,1949208.6,860946.9,439971.6
94,2019-08-11,medium,534104,38853,389274,447019,23434,313173,22133,1288,16131,3346991,194295,2561791,0.041439494929826404,0.03315059326178159,0.041438678154718786,502048.65,29144.25,384268.65
95,2019-08-11,long,3171,6077,242154,1479,3074,194137,74,113,5635,11577,17829,928773,0.023336486912645855,0.01859470133289452,0.023270315584297596,1736.55,2674.35,139315.95
250,2019-08-12,medium,449265,32371,323854,375299,19464,259690,18624,1074,13425,3017449,167768,2119068,0.04145437547995059,0.03317784436687158,0.04145386501324671,452617.35,25165.2,317860.2
249,2019-08-12,short,1467670,808042,330331,1428569,729974,266847,70843,31203,15945,10976375,5050381,2476328,0.0482690250533158,0.03861556701260578,0.048269765780383916,1646456.25,757557.15,371449.2
251,2019-08-12,long,2549,4929,203647,1189,2497,164300,59,92,4749,8878,14139,721580,0.02314633189486073,0.018665043619395416,0.02331976410160719,1331.7,2120.85,108237.0
409,2019-08-13,medium,370375,26961,302273,308756,16198,245665,15359,894,12535,2324841,142295,1881318,0.0414687816402295,0.03315900745521309,0.04146913551656946,348726.15,21344.25,282197.7
410,2019-08-13,long,2382,4392,177331,1115,2220,142304,56,82,4145,8581,12407,650983,0.023509655751469353,0.018670309653916212,0.02337436770784578,1287.15,1861.05,97647.45
408,2019-08-13,short,1258465,745770,288198,1218374,676301,232066,60746,28799,13911,9309452,4324531,2204194,0.04826991612798131,0.03861646352092468,0.048268898465638206,1396417.8,648679.65,330629.1
569,2019-08-14,long,2212,3755,163909,1039,1884,131852,52,70,3840,8100,10678,586780,0.023508137432188065,0.018641810918774968,0.02342763362597539,1215.0,1601.7,88017.0
568,2019-08-14,medium,349765,26422,266247,290326,15880,213591,14509,877,11045,2289683,140156,1766311,0.04148213800694752,0.03319203693891454,0.041484035500869494,343452.45,21023.4,264946.65
567,2019-08-14,short,1171921,656354,304129,1137320,592451,249352,56571,25347,14681,9208243,3874900,2333870,0.04827202516210564,0.03861787998549563,0.0482722791973143,1381236.45,581235.0,350080.5
724,2019-08-15,medium,318339,25625,242658,264235,15523,194696,13209,851,10069,2021756,128033,1710254,0.04149350220990831,0.03320975609756097,0.04149461381862539,303263.4,19204.95,256538.1
723,2019-08-15,short,1099897,617573,255323,1065400,556565,206048,53096,23850,12325,8273925,3755163,1889000,0.04827361107449152,0.03861891630625044,0.04827218856115587,1241088.75,563274.45,283350.0
725,2019-08-15,long,2113,3539,150355,998,1783,121002,50,66,3531,7781,10225,547493,0.023663038334122102,0.01864933597061317,0.02348442020551362,1167.15,1533.75,82123.95
879,2019-08-16,short,982910,613924,216900,951301,560233,173793,47450,23710,10471,7340355,3692588,1662504,0.04827502009339614,0.03862041555632293,0.048275703088981096,1101053.25,553888.2,249375.6
880,2019-08-16,medium,291134,22298,218777,241821,13433,175344,12084,740,9080,1893679,116464,1387187,0.0415066601633612,0.03318683289981164,0.041503448717186905,284051.85,17469.6,208078.05
881,2019-08-16,long,1927,2969,137587,913,1485,111185,45,56,3240,7563,8785,504463,0.0233523611831863,0.018861569552037723,0.02354873643585513,1134.45,1317.75,75669.45
1035,2019-08-17,short,901268,546888,207193,872361,497303,166881,43511,21122,10003,6599018,3195521,1518655,0.048277537868869194,0.038622167610187094,0.048278658062772394,989852.7,479328.15,227798.25
1036,2019-08-17,medium,258859,18961,201421,216340,11430,163139,10747,630,8362,1855655,100803,1272659,0.041516810309859806,0.033226095670059595,0.04151503567155361,278348.25,15120.45,190898.85
1037,2019-08-17,long,1725,2860,124701,821,1449,101292,41,54,2944,6417,8157,478516,0.023768115942028985,0.01888111888111888,0.02360847146374127,962.55,1223.55,71777.4
96,2019-08-18,short,1596717,1040962,357847,1548037,956674,287779,77088,40205,17276,11573664,6106916,2596078,0.048279062601575606,0.03862292763808861,0.04827761585258504,1736049.6,916037.4,389411.7
98,2019-08-18,long,3047,4755,225001,1446,2386,182823,72,90,5326,11663,15036,848174,0.023629799803085,0.01892744479495268,0.023671005906640414,1749.45,2255.4,127226.1
97,2019-08-18,medium,482965,39724,332848,404851,24368,266328,20055,1320,13821,3028896,207133,2080527,0.04152474817015726,0.03322928204611821,0.041523458155073786,454334.4,31069.95,312079.05
252,2019-08-19,short,1391301,827141,314764,1346535,750146,252989,67174,31948,15197,10513820,4796651,2279742,0.04828142867718775,0.038624611765104136,0.048280616588936474,1577073.0,719497.65,341961.3
253,2019-08-19,medium,386289,30068,297325,321442,18184,239448,16044,999,12349,2452130,159747,1961227,0.041533670386679405,0.03322469070107756,0.041533675271167914,367819.5,23962.05,294184.05
254,2019-08-19,long,2851,4510,188722,1355,2269,151447,68,86,4480,10922,13500,730620,0.023851280252542968,0.019068736141906874,0.023738620828520258,1638.3,2025.0,109593.0
413,2019-08-20,long,2259,3607,165255,1077,1824,134775,54,69,3934,8180,10825,591068,0.02390438247011952,0.019129470474078182,0.02380563371758797,1227.0,1623.75,88660.2
411,2019-08-20,short,1232385,723301,267182,1195219,656284,214050,59504,27939,12900,9115095,4329989,2011225,0.048283612669742,0.03862707227005078,0.04828169562320815,1367264.25,649498.35,301683.75
